commodity_name,state,district,market,min_price,max_price,modal_price,date
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,86.88,88.86,87,3/3/2021
Groundnut,Tamil Nadu,Villupuram,Tindivanam,88.75,97.86,94,3/2/2021
Groundnut,Tamil Nadu,Vellore,Vellore,72.21,100.5,100,3/2/2021
Groundnut,Tamil Nadu,Cuddalore,Shrimushnam,85.86,90.53,90.53,3/10/2021
Groundnut,Tamil Nadu,Villupuram,Manalurpet,84.65,85.15,84.9,3/8/2021
Groundnut,Tamil Nadu,Villupuram,Gingee,86.58,94.61,90.6,3/10/2021
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,89.58,95.45,92.51,3/10/2021
Groundnut,Tamil Nadu,Villupuram,Avalurpet,91.86,96.92,93.72,3/30/2021
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,94.27,97.77,95.72,3/30/2021
Groundnut,Tamil Nadu,Villupuram,Tindivanam,79.61,91.66,89.24,3/30/2021
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,80.36,95.34,90.83,3/30/2021
Groundnut,Tamil Nadu,Cuddalore,Kurinchipadi,94.9,98.45,96.24,3/12/2021
Groundnut,Tamil Nadu,Vellore,Vellore,80.55,101.74,100,3/12/2021
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,50.73,81.41,61.98,3/12/2021
Groundnut,Tamil Nadu,Cuddalore,Cuddalore,93.43,95.49,95.49,3/12/2021
Groundnut,Tamil Nadu,Dindigul,Dindigul,48.9,50,49.98,3/23/2021
Groundnut,Tamil Nadu,Coimbatore,Sevur,60,71,65,3/23/2021
Groundnut,Tamil Nadu,Cuddalore,Cuddalore,83.61,91.24,91.24,3/26/2021
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,52.25,68.28,62.23,3/17/2021
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,54.73,67.23,62.48,3/16/2021
Groundnut,Tamil Nadu,Cuddalore,Cuddalore,78.36,85.9,85.25,4/16/2021
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,75.36,77.74,76.55,5/24/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,68.36,72.52,72.24,5/24/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,75.61,78.99,77.3,5/24/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,78.48,78.48,78.48,5/24/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,47.73,62.25,61,5/24/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,66.36,71.99,71.38,5/24/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,51,59.5,52,5/27/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,77.63,83.83,80.73,5/28/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,51.5,61,53,5/28/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,69.24,77.36,75.99,5/28/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,72.49,79.11,75.8,5/28/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,69.86,77.7,76.36,5/27/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,70.86,77.13,74,5/27/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,57.4,57.4,57.4,5/30/2019
Groundnut,Tamil Nadu,Erode,Sivagiri,46.55,60.8,58.69,5/30/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,73.11,81.36,76.24,5/30/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,76.13,79,77.57,5/30/2019
Groundnut,Tamil Nadu,Cuddalore,Kurinchipadi,75.88,77.25,75.88,5/28/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,79.87,79.87,79.87,5/28/2019
Groundnut,Tamil Nadu,Vellore,Vellore,73.25,80.36,80,5/28/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,74.92,81.03,78.64,5/27/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,66.23,71.56,70.7,5/27/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,70.61,83.7,77.16,5/27/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,66.25,76.88,71.56,5/27/2019
Groundnut,Tamil Nadu,Cuddalore,Kurinchipadi,78,78.9,78.58,5/27/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,72,78.37,75.18,5/27/2019
Groundnut,Tamil Nadu,Vellore,Vellore,71.99,78.79,75,5/27/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,59.75,64.73,60.28,5/27/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,63.86,76.58,70.23,5/28/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,66.99,71.11,69.45,5/28/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,62.86,75.16,69.01,5/28/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,59.23,63.13,61.3,5/28/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,66.99,73.24,70.12,5/29/2019
Groundnut,Tamil Nadu,Cuddalore,Kurinchipadi,71.96,78.86,78.36,5/29/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,74.86,80.19,77.53,5/29/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,79.23,80.86,80.04,5/29/2019
Groundnut,Tamil Nadu,Vellore,Vellore,75.95,82.25,82,5/29/2019
Groundnut,Tamil Nadu,Cuddalore,Cuddalore,70.79,70.79,70.79,5/28/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,53.86,76.13,74.11,5/29/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,65.24,70.99,69.36,5/29/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,67.49,72.37,71.99,5/29/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,59.33,63.13,59.8,5/29/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,67.01,83.61,75.31,6/10/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,65.01,72.11,70.29,6/10/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,72.61,78.61,75.61,6/10/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,79.99,82.11,81.05,6/10/2019
Groundnut,Tamil Nadu,Cuddalore,Kurinchipadi,81.94,81.94,81.94,6/10/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,51,64,52,6/10/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,61.5,77.36,75.86,6/10/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,77.11,79.98,78.36,6/10/2019
Groundnut,Tamil Nadu,Vellore,Vellore,76.94,83.89,82,6/10/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,55.98,60.48,57.98,6/10/2019
Groundnut,Tamil Nadu,Villupuram,Villupuram,74.86,76.36,76.15,6/10/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,77.13,82.49,79.81,5/29/2019
Groundnut,Tamil Nadu,Dindigul,Vedachandur,48.9,49,48.95,5/30/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,67.86,71.54,70.99,6/11/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,73.73,79.61,78.38,6/11/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,57.48,63.73,58.48,6/11/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,43.74,67.99,67.74,6/13/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,72.34,74.46,73.4,6/11/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,65.76,86.67,73.51,6/12/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,60.24,71.99,70.59,6/12/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,80.49,83.24,81.89,6/12/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,52,62.5,52.5,6/12/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,62.63,78.19,66.12,6/12/2019
Groundnut,Tamil Nadu,Vellore,Vellore,76.11,83.33,80,6/11/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,72.36,75.8,74.08,6/11/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,52,63,52.5,6/11/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,65.24,78.65,69.49,6/11/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,63.36,84.61,72.36,6/18/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,67.74,70.94,70.81,6/18/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,71.49,78.36,74.93,6/18/2019
Groundnut,Tamil Nadu,Cuddalore,Kurinchipadi,79.5,79.5,79.5,6/18/2019
Groundnut,Tamil Nadu,Villupuram,Sangarapuram,68.05,68.05,68.05,6/18/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,77.36,78.24,77.8,6/18/2019
Groundnut,Tamil Nadu,Vellore,Vellore,73.36,86.36,85,6/18/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,55.23,63.2,58.83,6/18/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,79.16,82.11,80.64,6/20/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,75.13,82.36,78.14,6/20/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,68.13,82.99,75.56,6/20/2019
Groundnut,Tamil Nadu,Villupuram,Villupuram,73.5,73.5,73.5,6/11/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,78.74,83.99,81.36,6/17/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,66.61,80.36,73.45,6/17/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,72.25,80.31,76.28,6/17/2019
Groundnut,Tamil Nadu,Erode,Anthiyur,55.04,62,57.36,6/12/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,72.49,74.08,73.28,6/12/2019
Groundnut,Tamil Nadu,Cuddalore,Kurinchipadi,78.41,78.41,78.41,6/12/2019
Groundnut,Tamil Nadu,Villupuram,Sangarapuram,57.61,57.61,57.61,6/12/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,54.9,63.05,57.48,6/12/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,52,65,53,6/17/2019
Groundnut,Tamil Nadu,Cuddalore,Kurinchipadi,75.73,75.73,75.73,6/14/2019
Groundnut,Tamil Nadu,Vellore,Vellore,73.99,85.08,80,6/14/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,63.61,76.24,69.93,6/13/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,78.49,80.61,79.36,6/13/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,43.49,79.61,61.55,6/13/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,56.73,62.33,58.48,6/13/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,68.58,72.36,71.66,6/13/2019
Groundnut,Tamil Nadu,Cuddalore,Cuddalore,69.36,69.36,69.36,6/13/2019
Groundnut,Tamil Nadu,Cuddalore,Kurinchipadi,76.62,77.82,77.07,6/13/2019
Groundnut,Tamil Nadu,Vellore,Vellore,76.11,78.2,77,6/13/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,65.49,84.38,75.49,6/19/2019
Groundnut,Tamil Nadu,Cuddalore,Kurinchipadi,77.83,79.33,77.83,6/19/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,82.7,89.61,86.15,6/19/2019
Groundnut,Tamil Nadu,Cuddalore,Shrimushnam,79.16,79.88,79.5,6/13/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,52,65,52.5,6/14/2019
Groundnut,Tamil Nadu,Vellore,Vellore,52.74,85.13,80,6/19/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,77.13,80.86,79.11,6/12/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,81.61,81.86,81.74,6/27/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,61.38,70.48,63.75,6/27/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,73.61,77.74,77,6/14/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,71.15,79.94,75.55,6/14/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,70.24,97.74,83.99,7/25/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,68.74,83.7,81.31,6/20/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,68.23,73.14,70.99,6/20/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,73.11,79.98,75.74,6/20/2019
Groundnut,Tamil Nadu,Cuddalore,Kurinchipadi,80.86,80.86,80.86,6/20/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,72.36,76.36,74.36,6/20/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,67.52,87.83,82.16,6/17/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,62.75,72.02,70.49,6/17/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,66.49,77.2,71.85,6/17/2019
Groundnut,Tamil Nadu,Cuddalore,Kurinchipadi,69.86,76.36,72.61,6/17/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,56.48,61.48,57.78,6/17/2019
Groundnut,Tamil Nadu,Cuddalore,Cuddalore,75.86,75.86,75.86,6/20/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,65.36,79.61,78.53,7/3/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,86.74,86.74,86.74,7/3/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,86,92.61,89.31,7/3/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,67.61,84.99,76.36,6/14/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,58.29,62.77,60.53,6/14/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,53.09,57.74,54.96,6/14/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,52.5,64.5,53.5,6/18/2019
Groundnut,Tamil Nadu,Cuddalore,Kurinchipadi,88.71,89.96,89.96,6/27/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,74.61,80.86,77.74,6/18/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,70.99,85.99,82.15,7/1/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,83.99,90.44,87.21,7/1/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,52.5,64.5,54,7/1/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,71.19,88.99,83.61,7/1/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,71.28,78.74,78.16,6/25/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,72.61,82.11,76.36,6/25/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,52,63.5,53,6/25/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,71.11,81,79.49,6/25/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,82.61,90,86.31,6/25/2019
Groundnut,Tamil Nadu,Cuddalore,Kurinchipadi,67.4,87.11,86.12,6/24/2019
Groundnut,Tamil Nadu,Villupuram,Sangarapuram,71.36,75,75,6/24/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,59.23,62.68,60.73,6/24/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,50.23,61.83,59.73,6/20/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,74.01,78.86,76.44,6/19/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,52.8,62.93,58.55,6/19/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,68.61,71.9,71.61,6/19/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,52,64.5,52.5,6/19/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,70.63,81.13,75.88,6/19/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,69.65,90.86,80.26,6/21/2019
Groundnut,Tamil Nadu,Cuddalore,Kurinchipadi,79.99,81.41,79.99,6/21/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,73.75,82.21,77.98,6/21/2019
Groundnut,Tamil Nadu,Vellore,Vellore,71.11,86.11,80,6/21/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,82.99,88.88,83.63,6/28/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,80.24,92.25,86.25,6/28/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,73.58,81.28,80.2,6/26/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,84.24,88.36,86.3,6/26/2019
Groundnut,Tamil Nadu,Erode,Sivagiri,53.69,62.2,58.89,6/19/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,70.61,74.36,73.36,6/21/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,73.36,73.51,73.44,6/21/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,81.74,84,82.87,6/21/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,56.73,63.88,58.23,6/21/2019
Groundnut,Tamil Nadu,Cuddalore,Cuddalore,83.36,83.36,83.36,7/2/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,76.24,81.24,78.74,6/21/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,72.61,80.13,76.36,6/21/2019
Groundnut,Tamil Nadu,Erode,Anthiyur,55.81,66,63,7/3/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,52,64,52.5,6/27/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,71.74,83.11,78.86,6/26/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,81.13,82.46,81.8,6/26/2019
Groundnut,Tamil Nadu,Cuddalore,Cuddalore,86.11,86.11,86.11,6/25/2019
Groundnut,Tamil Nadu,Cuddalore,Kurinchipadi,83.61,88.99,87.41,6/25/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,87.11,87.11,87.11,6/25/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,61.23,82.83,82.45,6/27/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,74.61,88.86,81.91,6/27/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,78.61,92.11,85.96,6/27/2019
Groundnut,Tamil Nadu,Cuddalore,Virudhachalam,81.48,92.11,90.86,6/27/2019
Groundnut,Tamil Nadu,Villupuram,Villupuram,71.25,71.25,71.25,7/4/2019
Groundnut,Tamil Nadu,Vellore,Vellore,79.89,95.11,94,7/5/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,77.9,82.11,79.61,7/10/2019
Groundnut,Tamil Nadu,Villupuram,Villupuram,65.24,65.24,65.24,7/10/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,73.89,77.99,77.74,6/24/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,79.61,83.39,81.5,6/24/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,52,62.5,53,6/24/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,76.36,80.36,78.36,6/24/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,73.25,86.25,79.75,6/24/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,52,63,53,7/3/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,58.4,62.48,60.5,7/3/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,73.13,95.13,84.13,6/25/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,57.23,59.3,57.5,6/25/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,62.36,91.25,84.74,6/24/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,72.74,82.24,78.11,6/24/2019
Groundnut,Tamil Nadu,Cuddalore,Kurinchipadi,65,94.41,69.61,7/10/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,74.24,100.86,87.55,6/27/2019
Groundnut,Tamil Nadu,Villupuram,Ulundurpettai,71.03,71.03,71.03,6/27/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,70.74,98.36,84.53,6/26/2019
Groundnut,Tamil Nadu,Vellore,Vellore,78.61,90.01,80,6/26/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,61.73,64.25,63.25,6/26/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,55,71,57,8/29/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,71.75,97.11,84.44,6/28/2019
Groundnut,Tamil Nadu,Cuddalore,Shrimushnam,85.49,85.49,85.49,6/28/2019
Groundnut,Tamil Nadu,Villupuram,Thirukovilur,80.86,88.26,84.56,6/28/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,59.05,64.98,60.3,6/28/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,74.99,88.99,81.25,7/2/2019
Groundnut,Tamil Nadu,Villupuram,Kallakurichi,72.36,72.36,72.36,7/2/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,53,65,55,7/2/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,75,90.45,82.75,7/2/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,51,63,52,6/28/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,78.87,96.26,87.58,7/2/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,71.36,79.99,79.36,7/2/2019
Groundnut,Tamil Nadu,Cuddalore,Kurinchipadi,87.49,87.49,87.49,7/2/2019
Groundnut,Tamil Nadu,Vellore,Vellore,76.25,94.58,92,7/2/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,62.85,72.08,67.08,7/2/2019
Groundnut,Tamil Nadu,Villupuram,Avalurpet,75.89,91.36,81.33,7/4/2019
Groundnut,Tamil Nadu,Cuddalore,Kurinchipadi,90.11,90.11,90.11,7/4/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,59.85,69.83,64.73,7/4/2019
Groundnut,Tamil Nadu,Vellore,Vellore,73.33,95.83,95,7/8/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,74.68,79.86,79.11,6/28/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,67.41,82.49,79.99,6/28/2019
Groundnut,Tamil Nadu,Villupuram,Gingee,76.86,95.03,85.95,8/1/2019
Groundnut,Tamil Nadu,Coimbatore,Sevur,54,65,55,8/1/2019
Groundnut,Tamil Nadu,Villupuram,Tindivanam,88.74,96.29,92.49,8/1/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,59.5,61.38,60.23,8/1/2019
Groundnut,Tamil Nadu,Cuddalore,Virudhachalam,81.11,91.48,91.11,6/28/2019
Groundnut,Tamil Nadu,Thiruvannamalai,Cheyyar,75.11,82.71,79.11,7/9/2019
Groundnut,Tamil Nadu,Cuddalore,Kurinchipadi,72.33,92.45,84.58,7/9/2019
Groundnut,Tamil Nadu,Vellore,Vellore,75.14,96.24,96,7/9/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,52.3,66.83,58,7/9/2019
Groundnut,Tamil Nadu,Vellore,Vellore,77.78,93.73,90,7/1/2019
Groundnut,Tamil Nadu,Cuddalore,Kurinchipadi,68.41,98.25,80.38,7/29/2019
Groundnut,Tamil Nadu,Villupuram,Vikkiravandi,59.55,67.48,64.35,7/29/2019
